2025-02-27 16:03:55,471 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is not available. Remote download required.
2025-02-27 16:05:27,139 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2025-02-27 16:05:27,150 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2025-02-27 16:05:27,187 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/4/maven-archetype-bundles-4.pom
2025-02-27 16:05:27,188 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/4/maven-archetype-bundles-4.pom
2025-02-27 16:05:27,213 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetype/maven-archetype/2.0-alpha-5/maven-archetype-2.0-alpha-5.pom
2025-02-27 16:05:27,215 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetype/maven-archetype/2.0-alpha-5/maven-archetype-2.0-alpha-5.pom
2025-02-27 16:05:27,270 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.jar
2025-02-27 16:05:27,272 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.jar
2025-02-27 16:07:12,346 [Worker-7: Launching mavenrun-885a0620-36c1-44f6-acf1-b79666c3632d] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [654])
2025-02-27 16:07:12,347 [Worker-7: Launching mavenrun-885a0620-36c1-44f6-acf1-b79666c3632d] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /snap/eclipse/115/usr/lib/eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
2025-02-27 16:07:12,348 [Worker-7: Launching mavenrun-885a0620-36c1-44f6-acf1-b79666c3632d] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /snap/eclipse/115/usr/lib/eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/aopalliance-1.0.jar
2025-02-27 16:07:12,348 [Worker-7: Launching mavenrun-885a0620-36c1-44f6-acf1-b79666c3632d] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /snap/eclipse/115/usr/lib/eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/guice-5.1.0.jar
2025-02-27 16:07:12,348 [Worker-7: Launching mavenrun-885a0620-36c1-44f6-acf1-b79666c3632d] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /snap/eclipse/115/usr/lib/eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/httpclient-4.5.14.jar
2025-02-27 16:07:12,348 [Worker-7: Launching mavenrun-885a0620-36c1-44f6-acf1-b79666c3632d] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /snap/eclipse/115/usr/lib/eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/httpcore-4.4.16.jar
